Episode,Distance
643,248.0
644,193.0
645,149.0
646,143.0
647,195.0
648,175.0
649,108.0
650,159.0
651,180.0
652,74.0
653,122.0
654,166.0
655,156.0
656,197.0
657,78.0
658,149.0
659,99.0
660,116.0
661,131.0
662,148.0
663,50.0
664,126.0
665,75.0
666,96.0
667,291.0
668,197.0
669,119.0
670,64.0
671,121.0
672,274.0
673,81.0
674,248.0
675,164.0
676,73.0
677,202.0
678,248.0
679,100.0
680,215.0
681,58.0
682,125.0
683,122.0
684,60.0
685,98.0
686,106.0
687,211.0
688,155.0
689,186.0
690,95.0
691,178.0
692,216.0
693,191.0
694,281.0
695,225.0
696,51.0
697,66.0
698,87.0
699,86.0
700,167.0
701,214.0
702,130.0
703,140.0
704,149.0
705,117.0
706,63.0
707,130.0
708,103.0
709,61.0
710,196.0
711,125.0
712,203.0
713,93.0
714,233.0
715,128.0
716,116.0
717,191.0
718,183.0
719,164.0
720,56.0
721,142.0
722,133.0
723,295.0
724,159.0
725,237.0
726,152.0
727,139.0
728,74.0
729,132.0
730,141.0
731,266.0
732,124.0
733,81.0
734,178.0
735,115.0
736,162.0
737,74.0
738,87.0
739,125.0
740,203.0
741,80.0
742,274.0
743,92.0
744,211.0
745,218.0
746,98.0
747,142.0
748,81.0
749,64.0
750,140.0
751,335.0
752,351.0
753,97.0
754,40.0
755,104.0
756,87.0
757,134.0
758,160.0
759,80.0
760,104.0
761,64.0
762,106.0
763,181.0
764,217.0
765,186.0
766,175.0
767,132.0
768,107.0
769,177.0
770,187.0
771,133.0
772,230.0
773,212.0
774,261.0
775,214.0
776,95.0
777,60.0
778,223.0
779,136.0
780,140.0
781,132.0
782,61.0
783,174.0
784,98.0
785,221.0
786,146.0
787,162.0
788,129.0
789,180.0
790,156.0
791,233.0
792,178.0
793,213.0
794,130.0
795,112.0
796,241.0
797,230.0
798,173.0
799,150.0
800,46.0
801,78.0
802,113.0
803,179.0
804,131.0
805,118.0
806,171.0
807,197.0
808,144.0
809,75.0
810,271.0
811,107.0
812,253.0
813,184.0
814,84.0
815,50.0
816,47.0
817,47.0
818,142.0
819,150.0
820,108.0
821,275.0
822,155.0
823,72.0
824,224.0
825,163.0
826,197.0
827,208.0
828,161.0
829,316.0
830,184.0
831,128.0
832,144.0
833,191.0
834,118.0
835,167.0
836,181.0
837,228.0
838,212.0
839,157.0
840,187.0
841,177.0
842,159.0
843,106.0
844,110.0
845,198.0
846,130.0
847,189.0
848,255.0
849,98.0
850,144.0
851,182.0
852,230.0
853,152.0
854,205.0
855,68.0
856,100.0
857,80.0
858,109.0
859,63.0
860,205.0
861,179.0
862,195.0
863,151.0
864,212.0
865,161.0
866,79.0
867,184.0
868,284.0
869,90.0
870,216.0
871,141.0
872,181.0
873,180.0
874,186.0
875,79.0
876,61.0
877,84.0
878,86.0
879,117.0
880,190.0
881,157.0
882,49.0
883,102.0
884,142.0
885,69.0
886,45.0
887,93.0
888,179.0
889,57.0
890,209.0
891,144.0
892,113.0
893,85.0
894,123.0
895,52.0
896,99.0
897,118.0
898,123.0
899,248.0
900,153.0
901,100.0
902,203.0
903,57.0
904,82.0
905,114.0
906,121.0
907,75.0
908,161.0
909,236.0
910,81.0
911,170.0
912,181.0
913,150.0
914,279.0
915,141.0
916,82.0
917,192.0
918,152.0
919,89.0
920,154.0
921,113.0
922,164.0
923,120.0
924,177.0
925,111.0
926,202.0
927,116.0
928,101.0
929,126.0
930,49.0
931,148.0
932,138.0
933,131.0
934,134.0
935,229.0
936,86.0
937,144.0
938,120.0
939,110.0
940,67.0
941,228.0
942,111.0
943,167.0
944,99.0
945,163.0
946,125.0
947,187.0
948,108.0
949,146.0
950,165.0
951,97.0
952,62.0
953,100.0
954,75.0
955,136.0
956,211.0
957,121.0
958,206.0
959,119.0
960,98.0
961,116.0
962,181.0
963,125.0
964,159.0
965,147.0
966,90.0
967,117.0
968,94.0
969,83.0
970,115.0
971,66.0
972,173.0
973,168.0
974,100.0
975,136.0
976,145.0
977,151.0
978,230.0
979,162.0
980,208.0
981,129.0
982,161.0
983,55.0
984,180.0
985,230.0
986,139.0
987,62.0
988,125.0
989,145.0
990,103.0
991,162.0
992,199.0
993,118.0
994,164.0
995,147.0
996,197.0
997,149.0
998,224.0
999,113.0
1000,128.0
1001,49.0
1002,82.0
1003,183.0
1004,112.0
1005,84.0
1006,139.0
1007,83.0
1008,97.0
1009,114.0
1010,60.0
1011,143.0
1012,111.0
1013,126.0
1014,102.0
1015,168.0
1016,225.0
1017,204.0
1018,75.0
1019,175.0
1020,210.0
1021,118.0
1022,147.0
1023,75.0
1024,84.0
1025,110.0
1026,249.0
1027,39.0
1028,167.0
1029,55.0
1030,104.0
1031,192.0
1032,160.0
1033,68.0
1034,236.0
1035,83.0
1036,108.0
1037,97.0
1038,126.0
1039,170.0
1040,91.0
1041,161.0
1042,114.0
1043,104.0
1044,178.0
1045,115.0
1046,73.0
1047,109.0
1048,40.0
1049,57.0
1050,158.0
1051,111.0
1052,111.0
1053,156.0
1054,139.0
1055,150.0
1056,302.0
1057,97.0
1058,70.0
1059,58.0
1060,170.0
1061,100.0
1062,90.0
1063,91.0
1064,112.0
1065,106.0
1066,164.0
1067,311.0
1068,47.0
1069,98.0
1070,132.0
1071,109.0
1072,75.0
1073,45.0
1074,73.0
1075,130.0
1076,82.0
1077,58.0
1078,228.0
1079,70.0
1080,56.0
1081,70.0
1082,186.0
1083,89.0
1084,80.0
1085,63.0
1086,122.0
1087,99.0
1088,61.0
1089,178.0
1090,150.0
1091,133.0
1092,60.0
1093,93.0
1094,95.0
1095,115.0
1096,140.0
1097,41.0
1098,44.0
1099,85.0
1100,71.0
1101,107.0
1102,76.0
1103,163.0
1104,96.0
1105,102.0
1106,125.0
1107,65.0
1108,107.0
1109,111.0
1110,207.0
1111,79.0
1112,134.0
1113,174.0
1114,42.0
1115,80.0
1116,53.0
1117,163.0
1118,86.0
1119,197.0
1120,104.0
1121,140.0
1122,92.0
1123,244.0
1124,152.0
1125,94.0
1126,158.0
1127,118.0
1128,87.0
1129,61.0
1130,86.0
1131,127.0
1132,198.0
1133,239.0
1134,53.0
1135,120.0
1136,168.0
1137,198.0
1138,76.0
1139,252.0
1140,80.0
1141,204.0
1142,91.0
1143,144.0
1144,39.0
1145,93.0
1146,56.0
1147,228.0
1148,87.0
1149,108.0
1150,109.0
1151,80.0
1152,56.0
1153,94.0
1154,216.0
1155,74.0
1156,81.0
1157,104.0
1158,154.0
1159,71.0
1160,126.0
1161,111.0
1162,129.0
1163,196.0
1164,164.0
1165,49.0
1166,134.0
1167,125.0
1168,195.0
1169,136.0
1170,163.0
1171,73.0
1172,156.0
1173,58.0
1174,89.0
1175,99.0
1176,134.0
1177,139.0
1178,147.0
1179,96.0
1180,118.0
1181,97.0
1182,170.0
1183,153.0
1184,89.0
1185,198.0
1186,171.0
1187,194.0
1188,80.0
1189,133.0
1190,192.0
1191,105.0
1192,182.0
1193,45.0
1194,113.0
1195,233.0
1196,133.0
1197,89.0
1198,131.0
1199,97.0
1200,91.0
1201,91.0
1202,83.0
1203,186.0
1204,87.0
1205,123.0
1206,120.0
1207,60.0
1208,44.0
1209,63.0
1210,173.0
1211,116.0
1212,116.0
1213,91.0
1214,146.0
1215,206.0
1216,118.0
1217,108.0
1218,75.0
1219,113.0
1220,128.0
1221,146.0
1222,162.0
1223,167.0
1224,99.0
1225,158.0
1226,104.0
1227,177.0
1228,81.0
1229,84.0
1230,76.0
1231,199.0
1232,170.0
1233,104.0
1234,99.0
1235,118.0
1236,192.0
1237,72.0
1238,145.0
1239,99.0
1240,184.0
1241,113.0
1242,91.0
1243,89.0
1244,106.0
1245,139.0
1246,50.0
1247,120.0
1248,98.0
1249,102.0
1250,116.0
1251,120.0
1252,39.0
1253,165.0
1254,84.0
1255,157.0
1256,39.0
1257,154.0
1258,70.0
1259,45.0
1260,92.0
1261,98.0
1262,75.0
1263,139.0
1264,130.0
1265,92.0
1266,163.0
1267,89.0
1268,90.0
1269,139.0
1270,149.0
1271,94.0
1272,99.0
1273,181.0
1274,92.0
1275,79.0
1276,62.0
1277,157.0
1278,78.0
1279,186.0
1280,113.0
1281,163.0
1282,146.0
1283,100.0
1284,44.0
1285,152.0
1286,219.0
1287,106.0
1288,121.0
1289,81.0
1290,163.0
1291,125.0
1292,216.0
1293,92.0
1294,97.0
1295,250.0
1296,145.0
1297,215.0
1298,115.0
1299,210.0
1300,69.0
1301,145.0
1302,154.0
1303,94.0
1304,53.0
1305,120.0
1306,176.0
1307,108.0
1308,86.0
1309,187.0
1310,87.0
1311,104.0
1312,183.0
1313,107.0
1314,62.0
1315,243.0
1316,149.0
1317,101.0
1318,186.0
1319,105.0
1320,78.0
1321,122.0
1322,123.0
1323,264.0
1324,116.0
1325,260.0
1326,157.0
1327,161.0
1328,39.0
1329,96.0
1330,61.0
1331,186.0
1332,77.0
1333,163.0
1334,66.0
1335,118.0
1336,168.0
1337,106.0
1338,84.0
1339,75.0
1340,152.0
1341,41.0
1342,113.0
1343,120.0
1344,60.0
1345,76.0
1346,75.0
1347,120.0
1348,45.0
1349,155.0
1350,90.0
1351,220.0
1352,165.0
1353,61.0
1354,131.0
1355,153.0
1356,130.0
1357,90.0
1358,92.0
1359,82.0
1360,86.0
1361,61.0
1362,68.0
1363,81.0
1364,131.0
1365,116.0
1366,102.0
1367,73.0
1368,80.0
1369,83.0
1370,204.0
1371,186.0
1372,219.0
1373,55.0
1374,83.0
1375,180.0
1376,154.0
1377,42.0
1378,84.0
1379,145.0
1380,116.0
1381,115.0
1382,126.0
1383,123.0
1384,182.0
1385,80.0
1386,102.0
1387,44.0
1388,83.0
1389,161.0
1390,78.0
1391,54.0
1392,92.0
1393,126.0
1394,99.0
1395,41.0
1396,198.0
1397,94.0
1398,80.0
1399,102.0
1400,104.0
1401,141.0
1402,81.0
1403,39.0
1404,163.0
1405,162.0
1406,70.0
1407,131.0
1408,95.0
1409,140.0
1410,53.0
1411,54.0
1412,92.0
1413,43.0
1414,91.0
1415,227.0
1416,102.0
1417,185.0
1418,99.0
1419,161.0
1420,155.0
1421,196.0
1422,156.0
1423,139.0
1424,100.0
1425,93.0
1426,97.0
1427,79.0
1428,72.0
1429,110.0
1430,129.0
1431,97.0
1432,123.0
1433,95.0
1434,70.0
1435,79.0
1436,148.0
1437,180.0
1438,126.0
1439,70.0
1440,49.0
1441,106.0
1442,99.0
1443,117.0
1444,107.0
1445,109.0
1446,86.0
1447,47.0
1448,53.0
1449,58.0
1450,126.0
1451,232.0
1452,43.0
1453,51.0
1454,135.0
1455,263.0
1456,129.0
1457,102.0
1458,86.0
1459,76.0
1460,149.0
1461,79.0
1462,39.0
1463,44.0
1464,102.0
1465,149.0
1466,152.0
1467,123.0
1468,63.0
1469,97.0
1470,56.0
1471,173.0
1472,81.0
1473,142.0
1474,99.0
1475,60.0
1476,138.0
1477,51.0
1478,179.0
1479,61.0
1480,45.0
1481,129.0
1482,144.0
1483,122.0
1484,122.0
1485,149.0
1486,105.0
1487,115.0
1488,131.0
1489,157.0
1490,63.0
1491,81.0
1492,120.0
1493,139.0
1494,118.0
1495,101.0
1496,117.0
1497,102.0
1498,72.0
1499,94.0
1500,108.0
1501,206.0
1502,79.0
1503,39.0
1504,101.0
1505,79.0
1506,162.0
1507,83.0
1508,112.0
1509,95.0
1510,90.0
1511,86.0
1512,40.0
1513,80.0
1514,165.0
1515,76.0
1516,58.0
1517,77.0
1518,86.0
1519,39.0
1520,99.0
1521,69.0
1522,108.0
1523,40.0
1524,91.0
1525,81.0
1526,205.0
1527,99.0
1528,108.0
1529,58.0
1530,146.0
1531,58.0
1532,89.0
1533,82.0
1534,83.0
1535,162.0
1536,151.0
1537,65.0
1538,39.0
1539,40.0
1540,149.0
1541,75.0
1542,70.0
1543,99.0
1544,265.0
1545,99.0
1546,129.0
1547,43.0
1548,90.0
1549,159.0
1550,99.0
1551,106.0
1552,97.0
1553,149.0
1554,84.0
1555,110.0
1556,93.0
1557,144.0
1558,39.0
1559,150.0
1560,113.0
1561,120.0
1562,110.0
1563,47.0
1564,134.0
1565,58.0
1566,153.0
1567,91.0
1568,120.0
1569,101.0
1570,60.0
1571,51.0
1572,154.0
1573,157.0
1574,198.0
1575,125.0
1576,83.0
1577,125.0
1578,113.0
1579,136.0
1580,113.0
1581,160.0
1582,75.0
1583,75.0
1584,79.0
1585,130.0
1586,115.0
1587,59.0
1588,99.0
1589,117.0
1590,118.0
1591,70.0
1592,75.0
1593,141.0
1594,228.0
1595,139.0
1596,153.0
1597,80.0
1598,106.0
1599,90.0
1600,154.0
1601,40.0
1602,216.0
1603,113.0
1604,108.0
1605,205.0
1606,46.0
1607,150.0
1608,144.0
1609,80.0
1610,133.0
1611,146.0
1612,197.0
1613,131.0
1614,129.0
1615,175.0
1616,92.0
1617,101.0
1618,129.0
1619,125.0
1620,75.0
1621,245.0
1622,49.0
1623,139.0
1624,151.0
1625,78.0
1626,80.0
1627,65.0
1628,149.0
1629,153.0
1630,167.0
1631,131.0
1632,173.0
1633,100.0
1634,150.0
1635,115.0
1636,99.0
1637,99.0
1638,72.0
1639,92.0
1640,151.0
1641,58.0
1642,76.0
1643,192.0
1644,113.0
1645,196.0
1646,77.0
1647,132.0
1648,110.0
1649,75.0
1650,81.0
1651,58.0
1652,136.0
1653,39.0
1654,117.0
1655,62.0
1656,84.0
1657,76.0
1658,106.0
1659,102.0
1660,115.0
1661,230.0
1662,89.0
1663,104.0
1664,152.0
1665,59.0
1666,101.0
1667,41.0
1668,40.0
1669,260.0
1670,75.0
1671,72.0
1672,99.0
1673,44.0
1674,168.0
1675,75.0
1676,90.0
1677,130.0
1678,99.0
1679,49.0
1680,75.0
1681,106.0
1682,101.0
1683,114.0
1684,76.0
1685,117.0
1686,85.0
1687,99.0
1688,80.0
1689,106.0
1690,99.0
1691,86.0
1692,78.0
1693,39.0
1694,120.0
1695,59.0
1696,53.0
1697,245.0
1698,106.0
1699,197.0
1700,110.0
1701,130.0
1702,222.0
1703,123.0
1704,60.0
1705,131.0
1706,175.0
1707,61.0
1708,113.0
1709,122.0
1710,75.0
1711,104.0
1712,56.0
1713,58.0
1714,104.0
1715,39.0
1716,115.0
1717,129.0
1718,85.0
1719,186.0
1720,96.0
1721,103.0
1722,151.0
1723,186.0
1724,256.0
1725,42.0
1726,53.0
1727,170.0
1728,120.0
1729,39.0
1730,133.0
1731,129.0
1732,92.0
1733,81.0
1734,83.0
1735,217.0
1736,125.0
1737,39.0
1738,92.0
1739,186.0
1740,126.0
1741,134.0
1742,150.0
1743,104.0
1744,75.0
1745,128.0
1746,59.0
1747,146.0
1748,108.0
1749,99.0
1750,150.0
1751,108.0
1752,132.0
1753,60.0
1754,95.0
1755,41.0
1756,80.0
1757,222.0
1758,108.0
1759,101.0
1760,176.0
1761,241.0
1762,69.0
1763,113.0
1764,53.0
1765,168.0
1766,170.0
1767,214.0
1768,177.0
1769,214.0
1770,42.0
1771,155.0
1772,116.0
1773,113.0
1774,83.0
1775,44.0
1776,126.0
1777,257.0
1778,126.0
1779,40.0
1780,152.0
1781,176.0
1782,81.0
1783,110.0
1784,89.0
1785,101.0
1786,54.0
1787,47.0
1788,237.0
1789,84.0
1790,122.0
1791,139.0
1792,80.0
1793,133.0
1794,218.0
1795,161.0
1796,103.0
1797,157.0
1798,79.0
1799,81.0
1800,127.0
1801,59.0
1802,186.0
1803,55.0
1804,81.0
1805,90.0
1806,110.0
1807,74.0
1808,175.0
1809,205.0
1810,129.0
1811,136.0
1812,101.0
1813,83.0
1814,110.0
1815,115.0
1816,173.0
1817,84.0
1818,136.0
1819,94.0
1820,58.0
1821,154.0
1822,122.0
1823,78.0
1824,150.0
1825,149.0
1826,175.0
1827,100.0
1828,104.0
1829,106.0
1830,139.0
1831,41.0
1832,101.0
1833,99.0
1834,202.0
1835,101.0
1836,104.0
1837,94.0
1838,220.0
1839,104.0
1840,88.0
1841,41.0
1842,69.0
1843,157.0
1844,39.0
1845,56.0
1846,120.0
1847,129.0
1848,158.0
1849,53.0
1850,174.0
1851,66.0
1852,45.0
1853,160.0
1854,104.0
1855,39.0
1856,178.0
1857,80.0
1858,225.0
1859,165.0
1860,81.0
1861,58.0
1862,125.0
1863,77.0
1864,99.0
1865,99.0
1866,73.0
1867,75.0
1868,206.0
1869,121.0
1870,39.0
1871,83.0
1872,108.0
1873,79.0
1874,94.0
1875,125.0
1876,98.0
1877,99.0
1878,146.0
1879,159.0
1880,99.0
1881,100.0
1882,41.0
1883,49.0
1884,155.0
1885,120.0
1886,39.0
1887,109.0
1888,167.0
1889,104.0
1890,102.0
1891,92.0
1892,99.0
1893,149.0
1894,118.0
1895,79.0
1896,139.0
1897,99.0
1898,77.0
1899,205.0
1900,112.0
1901,99.0
1902,142.0
1903,41.0
1904,149.0
1905,120.0
1906,81.0
1907,137.0
1908,83.0
1909,111.0
1910,120.0
1911,39.0
1912,39.0
1913,104.0
1914,155.0
1915,150.0
1916,179.0
1917,118.0
1918,99.0
1919,126.0
1920,63.0
1921,146.0
1922,83.0
1923,120.0
1924,183.0
1925,93.0
1926,89.0
1927,63.0
1928,154.0
1929,106.0
1930,133.0
1931,115.0
1932,125.0
1933,39.0
1934,109.0
1935,167.0
1936,80.0
1937,104.0
1938,175.0
1939,44.0
1940,120.0
1941,168.0
1942,89.0
1943,150.0
1944,92.0
1945,99.0
1946,41.0
1947,99.0
1948,155.0
1949,101.0
1950,104.0
1951,303.0
1952,127.0
1953,113.0
1954,39.0
1955,86.0
1956,170.0
1957,80.0
1958,123.0
1959,101.0
1960,86.0
1961,41.0
1962,136.0
1963,115.0
1964,84.0
1965,146.0
1966,86.0
1967,61.0
1968,92.0
1969,120.0
1970,147.0
1971,102.0
1972,41.0
1973,120.0
1974,39.0
1975,117.0
1976,42.0
1977,81.0
1978,59.0
1979,79.0
1980,72.0
1981,153.0
1982,90.0
1983,44.0
1984,120.0
1985,229.0
1986,152.0
1987,115.0
1988,132.0
1989,56.0
1990,131.0
1991,97.0
1992,81.0
1993,39.0
1994,170.0
1995,101.0
1996,115.0
1997,99.0
1998,146.0
1999,239.0
2000,143.0
2001,118.0
2002,113.0
2003,79.0
2004,80.0
2005,195.0
2006,157.0
2007,81.0
2008,42.0
2009,78.0
2010,80.0
2011,150.0
2012,128.0
2013,110.0
2014,99.0
2015,75.0
2016,228.0
2017,185.0
2018,170.0
2019,113.0
2020,115.0
2021,184.0
2022,108.0
2023,99.0
2024,80.0
2025,89.0
2026,107.0
2027,79.0
2028,104.0
2029,104.0
2030,92.0
2031,79.0
2032,102.0
2033,93.0
2034,137.0
2035,150.0
2036,72.0
2037,84.0
2038,87.0
2039,152.0
2040,53.0
2041,101.0
2042,144.0
2043,99.0
2044,89.0
2045,170.0
2046,99.0
2047,39.0
2048,92.0
2049,111.0
2050,39.0
2051,72.0
2052,120.0
2053,79.0
2054,270.0
2055,114.0
2056,75.0
2057,125.0
2058,99.0
2059,120.0
2060,117.0
2061,97.0
2062,101.0
2063,155.0
2064,39.0
2065,106.0
2066,99.0
2067,152.0
2068,63.0
2069,110.0
2070,99.0
2071,85.0
2072,99.0
2073,152.0
2074,81.0
2075,83.0
2076,74.0
2077,142.0
2078,85.0
2079,106.0
2080,42.0
2081,151.0
2082,67.0
2083,128.0
2084,117.0
2085,39.0
2086,125.0
2087,187.0
2088,122.0
2089,127.0
2090,92.0
2091,176.0
2092,104.0
2093,120.0
2094,164.0
2095,39.0
2096,128.0
2097,128.0
2098,99.0
2099,76.0
2100,39.0
2101,92.0
2102,156.0
2103,109.0
2104,41.0
2105,93.0
2106,39.0
2107,145.0
2108,113.0
2109,110.0
2110,113.0
2111,99.0
2112,39.0
2113,101.0
2114,58.0
2115,106.0
2116,110.0
2117,117.0
2118,79.0
2119,128.0
2120,78.0
2121,39.0
2122,120.0
2123,123.0
2124,233.0
2125,59.0
2126,78.0
2127,108.0
2128,54.0
2129,94.0
2130,221.0
2131,70.0
2132,94.0
2133,135.0
2134,168.0
2135,41.0
2136,160.0
2137,101.0
2138,152.0
2139,215.0
